,Review_title,Review_text,Ratings
374,Mind-blowing purchase,"Pure fire ,
Must buy value for money 💰
Its the best you can get for this price go for it i did fbi level research finally bought this its amazing
Blazing fast .",5
375,Super!,"So the laptop is great! At a price of 45k u should go for it the PERFORMANCE is good handles normal tasks and programing very smoothly

I also played games like cod Morden warfare, assassins creed 2, GTAs, farcrys and many okay all I played were the games from 2009 to 2015,16 it performs well with normal heat if u want to play New games it will handle it for sure as the iris Xe does the work pretty well. But it's not for gaming! 😅

Battery is good for normal work

Okay so so many people have...
READ MORE",5
376,Classy product,"I bought it at 45k , i5 11 gen which is best at this price , decent look. Now working fine it's only 15days.. so can't say much",5
377,Great product,"very nice processor and on working this laptop i feeling very happy and every thing was good like that cpu speed ,good HD webcam,and so on
at last this laptop is very very good",5
378,Value-for-money,"Good laptop form Redmi... performance wise good laptop. Battery backup also decent and stands up to 5hours for normal use. Display is not upto the mark poor display quality..For me okay because I am using external display.
SSD really works very fast. Little bit of warm at left side of the keyboard while using powerful tasks. Overall
Display 3/5
Battery 4/5
Performance 5/5
Connectivity 5/5
Sound quality 5/5
Keyboard 4/5",4
379,Pretty good,Reasonable cost and performance is good and battery run time is maximum 5-6hours with fast charging and also superb condition,4
380,Good quality product,"Review after 5 months:-
Pros:-
Good design.
Performance is faster as it have SSD.
Best for Office work and gaming.
Display is quite good.
Battery depend on your usage ,i.e if you're playing songs and videos you got good backup and if you do coding or gaming you got average backup.
Best speakers and sound in this range.
Durable .

Cons:-
Somewhat lags on sometimes minimal file transfer also.
Display panel get dullness after some months.
Sometimes system get suddenly crash.
Function keys stoppe...
READ MORE",4
381,Mind-blowing purchase,"First thing is value for money ,
Speakers are like home theaters , low gaming is good
More weight , for programming is very very good.
Doesn't have a attractive look ,
Fast charging and
Battery backup is only 8 hours minimum
Working is like a horse
Good display quality
No fingerprint, no touch screen.",5
382,Excellent,"At this price point what else you need.
1. Superfast latest processor
2. Manageable RAM
3. Fast Charging
4. USP is their Price Point
5. Neat built quality
6. Crisp clear sound
7. Good but not Great
At this price try to get the same configuration it my challenge to all of you.",5
383,Simply awesome,"Got this laptop today
Pros
1)super fast booting time and app opening time as it is powered with 11 th gen gaming i5
2)large and smooth touch pad
3)long charging wire
4)fast charging and good backup
5)sound quality Is good
6)Body is plastic but solid
Cons
No keyboard light",5
384,Great product,product is great but the build quality is not that great laptop is fast and charging is also but its dont have good backup i liked this product but if someone wants to purchase this prodct i will recommneded you to guy infinix laptop is the infinix service center is near you go for it but you dont have infinix sc near you go for this product,5
385,Value-for-money,Overall the performance is good but cheap build quality. Never expected such quality from MI. Looks like all plastic so use it carefully. With 8 GB RAM & SSD it's super fast. MI should work on build quality as well. Thanks.,4
386,Fabulous!,"Very nice package📦 thank you ❤ Flipkart
I am fully satisfied with my product
Good looking like that
Slim and light body
All are good👍😊",5
387,Worth every penny,"Best for studying purpose.... display is amazing....smart share quility is superb....sound quality also nicee.... processor is fast... camera quality is ok ok...but everything rather then that is very nice ...... Even laptop is beautiful in luks....works amazingly...loved it!!! Only thing is Office was not active, called xiomee then Microsoft customer care for that.",5
388,Nice product,"Really fast becoz of SSD And processor.
Display and sound quality is also good.
But the battery backup is only 4-5 hours.",4
389,Did not meet expectations,"Worst product, Am requesting people not to buy this laptop, today is the 15th day, am facing lot of issues with this laptop,
Battery- Overheats
Display-very dull and getting blurred, suddenly screen turns blank.
Performance- Worst
VALUE FOR MONEY- ZERO
PEOPLE AM REQUESTING NOT TO WASTE YOUR MONEY, PLZ INVEST IN OTHER LAPTOPs

CUSTOMER SUPPORT-WORST, Doesn't care about the feelings, they won't care about our satisfaction.Even Higher officials doesn't care, they keep us waiting, keeps our ca...
READ MORE",1
390,Classy product,"It is was very excellent laptop
Performance also excellent given.
Battery backup given 7 hours 8 hours",5
391,Waste of money!,"The first day it worked properly (windows 10 set up went successfully). On the second day, the laptop was not booting up. Even the charging light is also not coming while charging is on. Raised replacement. Doubt about the quality and performance. Same problem after replacement. Worst experience with flipkart and redmi.",1
392,Does the job,Battery is working only 4 5 hours......not as per committed,3
393,Expected a better product,"Display quality is not satisfactory in 50k budget...i am disappointed....
After usage of 25 days, display quality totally worst....not satisfactory quality...",2
394,Brilliant,"As of now, looks decent... Vil share actual working condition in cople of days...",5
395,Mind-blowing purchase,Superb,5
396,Fabulous!,Nice product at these price.,5
397,Delightful,Good,4
398,Don't waste your money,"Super sonic machine packed in cheap plastic .
Looks good while running but when go in details its body too slippery loose its coating in few days of use fragile plastic body ..cannot sustain small chager lid hit.
Software is good but sub standard hardware.
Disappointed as pro user but one can consider for works online classes or look for other reputed brands.
My First Redmi failure 😐☹️",1
399,Very poor,"I bought it one week ago. After using only for 4 days, screen started becoming black and started blinking suddenly(4-5 times).
Though I returned it today and got the refund.",1
400,Great product,"Very good performance.
Really great product, in this prise no any laptop comes with 11gen tiger lake processor 🔥🔥🔥🔥🔥",5
401,Good choice,"Pros:
Performance is very good.
Display is good.
Value for money.

Cons:
Battery last only for 5 hours on normal use
Webcam is not up to mark.",4
402,Really Nice,Performance was good but the display quality was not that great compare to my another laptop display quality was horrible in this laptop,4
403,Not recommended at all,"Display stopped working
Service centre blaming on me
Worst service by Xiaomi
Suggest not to buy this laptop
Instead go for well known brands like Dell, HP save your self from unwanted headache",1
404,Waste of money!,Keyboard is not working 😔,1
405,Does the job,Bought the laptop thinking that getting i5 at a great deal. And its not even 10 days and the touchpad stopped working. Please dont do the same mistake I did. Spend some more money and buy HP or Dell if u dont want to regret like me.,3
406,Terrible product,Laptop getting hang after 3hr of use,1
407,Brilliant,"My experience
Pros:
1. Speed i5 processor
2. Best for multitasking work
3. Pre-installed Ms-Office
4. Quick Charging

Cons:
1. Number Pad is not there
2. No backlight

Overall good Product in this price Segment",5
